order_id,product_id,store_id,product_name,city,date_of_sale,quantity,sales_amount
84,280,2,Towels,South Isaiahton,2025-07-01,9,69.3
68,517,5,Shoes,South Candacefurt,2001-05-19,2,31.73
42,320,9,Mouse,Dudleymouth,2021-07-30,0,66.72
36,405,7,Keyboard,Christophertown,2014-08-10,10,15.54
45,566,3,Table,Nielsenville,2003-08-24,10,72.99
68,777,8,Cheese,West Stevenhaven,2024-06-25,1,44.42
15,453,3,Hat,Brownfort,2001-08-14,1,31.4
26,229,3,Keyboard,Lake Hector,2009-03-30,9,17.95
51,625,8,Table,Smithstad,2009-06-30,4,26.49
44,982,2,Car,West Stephenborough,2019-04-19,5,62.54
34,464,5,Chips,North Roberto,2000-06-30,2,32.53
69,509,8,Bike,Lake Ryanfurt,2025-10-11,0,21.47
94,292,4,Bike,Courtneyview,2012-04-18,6,55.89
83,379,3,Table,Carpenterville,2015-07-03,1,40.83
73,469,7,Chicken,Katieport,2025-02-28,5,12.3
48,337,8,Salad,Lake Meganbury,2020-03-03,7,20.83
98,996,5,Pizza,Port Daisy,2010-09-02,9,69.6
69,871,4,Shoes,Bryanborough,2003-09-16,7,40.2
96,961,1,Mouse,Lunaburgh,2014-06-07,1,12.23
14,234,7,Ball,East Darrylport,2022-05-13,2,44.81
37,605,2,Mouse,South Jeffreyville,2009-05-22,6,51.12
29,78,9,Shoes,Wongshire,2017-10-10,1,62.47
41,935,8,Hat,North Kimberly,2007-11-15,2,64.7
21,787,3,Car,North Martha,2004-05-17,6,51.82
35,552,7,Pants,Hatfieldtown,2002-02-24,2,37.95
78,883,5,Shirt,Danielmouth,2006-07-12,8,46.83
47,335,1,Salad,Maryfort,2000-06-29,6,45.11
90,350,1,Sausages,Joshuaside,2000-03-29,8,62.91
11,415,7,Table,North Kenneth,2020-10-11,2,35.59
61,84,5,Bike,East Jennifer,2007-11-06,7,65.0
82,772,7,Fish,Georgefurt,2010-03-14,6,57.51
59,772,5,Car,Lake Jamesbury,2009-05-14,10,74.27
6,90,9,Sausages,Pettystad,2000-01-18,2,33.91
1,957,9,Tuna,Frankside,2009-07-23,3,65.7
80,993,6,Salad,Lake Teresamouth,2007-11-18,3,20.62
13,258,4,Fish,North Debbieland,2013-05-22,0,71.65
35,952,3,Table,Davisville,2000-05-04,0,44.2
55,53,5,Chair,Santoshaven,2005-03-25,9,22.13
32,298,9,Ball,North Davidmouth,2011-08-14,5,67.59
26,666,10,Towels,Suarezmouth,2008-02-04,9,51.53
46,707,4,Mouse,Amandaborough,2002-10-30,9,68.62
34,282,8,Soap,New Melindaville,2014-09-19,10,27.3
75,687,8,Ball,Deannabury,2016-09-06,3,19.65
15,358,6,Pants,Lunaberg,2024-08-30,6,15.7
61,133,3,Pants,Hammondland,2026-07-23,9,47.46
84,486,2,Ball,Lake Wendyhaven,2010-04-21,6,36.7
1,728,7,Shirt,Lake Latoyahaven,2003-05-30,3,29.65
90,817,2,Fish,North Tanya,2024-11-08,5,63.13
5,89,4,Fish,Lake Jeremymouth,2019-07-21,4,38.34
92,535,1,Salad,New Christopherfort,2012-06-18,10,28.26
59,935,4,Shirt,Larrystad,2023-11-21,0,55.51
54,632,2,Ball,Katherineland,2025-07-03,6,29.35
52,103,8,Pizza,West Beverlyfurt,2021-09-06,8,34.64
45,696,5,Pizza,Lisaview,2008-02-24,7,43.4
22,652,4,Table,South Craigberg,2008-11-16,3,43.11
12,988,8,Shirt,Burgessport,2015-10-13,8,16.34
77,942,3,Ball,East Mark,2021-01-04,9,59.6
95,971,6,Tuna,Sampsonburgh,2005-08-09,1,59.39
24,601,1,Pants,Port Eddie,2013-11-05,2,52.74
19,862,8,Bacon,Lauraland,2012-03-01,1,44.57
26,584,5,Shirt,South Richard,2021-05-12,10,34.94
3,261,2,Gloves,West Tina,2000-09-05,8,17.77
86,176,1,Towels,Justinside,2011-02-09,3,18.3
14,934,5,Cheese,East Johnny,2023-09-14,10,63.3
79,112,5,Computer,West Jacobchester,2015-05-02,3,30.17
35,541,9,Bacon,Susanberg,2003-08-31,0,62.15
42,176,8,Chips,East Ericville,2011-01-10,5,27.94
37,263,3,Pants,Westfurt,2025-05-31,9,30.64
14,575,5,Hat,Lindsayton,2000-06-22,0,62.94
13,886,9,Ball,West Kevin,2004-05-19,1,55.39
60,565,6,Bike,New Seanberg,2026-05-26,0,41.2
69,157,9,Chair,Fordshire,2012-10-08,3,17.49
6,92,3,Bacon,East Terry,2023-10-24,0,10.91
81,394,10,Bacon,Jeremyton,2025-06-28,7,54.92
74,273,3,Cheese,East Joseph,2021-05-11,6,37.68
68,143,6,Pizza,Lake Michael,2011-04-04,1,62.17
39,171,7,Cheese,Debbiefort,2010-08-30,2,42.23
66,890,4,Pizza,East Stephen,2024-01-15,6,66.3
79,257,10,Gloves,Kylieberg,2019-02-14,7,71.84
25,892,7,Keyboard,Lowerymouth,2008-09-27,6,46.19
69,179,6,Cheese,Annettechester,2000-08-30,0,13.9
80,796,1,Shoes,Port Jamesmouth,2004-08-18,1,74.65
22,921,8,Computer,Myersland,2026-02-09,5,12.81
74,848,8,Soap,South Debraborough,2023-01-09,3,63.42
74,469,4,Keyboard,West Aaronshire,2006-03-02,1,18.95
76,995,6,Salad,Johnstonfort,2006-10-30,4,30.65
44,607,2,Tuna,New Robert,2003-05-20,3,74.23
62,360,10,Computer,Stoneland,2005-07-03,7,17.15
9,72,2,Shoes,Williamsborough,2002-03-29,10,37.28
57,256,5,Soap,Penaport,2021-04-21,2,27.47
13,686,4,Bacon,Gregoryborough,2008-12-01,1,38.75
88,188,6,Gloves,Cherylstad,2015-12-13,9,25.4
0,285,7,Bike,Lake Shelley,2001-03-20,6,15.39
73,956,4,Car,Dannyland,2009-08-07,0,30.95
68,611,3,Bacon,Krystalfort,2025-09-28,1,42.49
78,968,2,Soap,Staffordland,2004-07-08,5,55.18
45,652,7,Salad,Port Wendy,2004-04-11,9,31.3
96,166,10,Pants,New Rachaelview,2013-04-13,8,33.8
58,470,4,Sausages,Hopkinsside,2001-07-21,7,72.75
36,244,7,Table,South Paulbury,2005-10-03,3,73.22
88,883,3,Sausages,Lake Jeffrey,2008-06-28,7,31.25
91,247,9,Gloves,North Shawna,2009-08-28,9,17.43
38,164,2,Cheese,East Rachelborough,2011-05-28,7,70.15
64,410,5,Sausages,Leslietown,2017-05-05,4,43.7
34,659,8,Keyboard,Port Tinafort,2001-02-03,0,72.55
61,761,5,Gloves,East Lindsayfurt,2004-09-20,9,52.55
33,935,1,Keyboard,Duranmouth,2015-09-27,8,28.4
42,139,5,Pizza,Stephenmouth,2017-11-11,1,53.8
23,861,5,Keyboard,Kaylamouth,2019-01-26,6,39.65
51,104,1,Mouse,Amandaton,2013-10-09,6,20.64
20,731,7,Ball,Jacquelineside,2000-08-05,4,23.96
13,513,1,Hat,Amandaside,2010-12-22,2,16.61
47,120,9,Sausages,North Matthewhaven,2002-06-26,4,11.47
27,241,4,Tuna,Travisberg,2025-06-09,5,22.74
25,130,10,Pants,Port Erin,2016-02-16,0,53.58
29,339,5,Tuna,Cannonfort,2002-12-29,10,68.28
41,350,9,Towels,Watsonmouth,2020-12-03,6,45.61
63,796,8,Pizza,West David,2009-02-05,3,32.52
91,223,5,Chips,Larryburgh,2023-09-08,8,52.83
81,950,5,Computer,New Phillip,2006-05-09,5,55.39
25,877,1,Computer,Port Patrickhaven,2009-05-23,6,13.6
74,337,3,Soap,Lake Wandaland,2024-12-15,6,62.32
49,746,9,Mouse,Lake Michelleburgh,2018-09-19,5,43.88
70,81,2,Fish,Claytonhaven,2019-02-02,7,60.89
73,123,6,Mouse,Chelseaside,2001-03-28,7,46.57
82,593,2,Chicken,West Jacob,2005-03-07,10,54.13
10,884,10,Fish,Christopherfort,2017-08-01,6,47.8
40,408,6,Car,Brownland,2008-08-17,7,43.16
87,121,1,Bike,Lake Desiree,2025-08-31,2,74.41
12,518,10,Keyboard,South Kevin,2017-08-02,2,61.89
100,727,2,Hat,New Derrick,2012-06-13,3,10.76
18,427,10,Fish,West Gregory,2025-01-22,2,11.21
80,106,10,Cheese,Sethstad,2018-02-02,2,47.19
56,476,10,Soap,Port Bryan,2013-12-01,3,64.36
42,952,4,Pants,South Curtisbury,2003-02-08,0,70.24
23,368,2,Salad,Jodiside,2004-04-10,5,45.8
71,570,1,Bike,Noahstad,2026-04-24,3,25.69
57,710,3,Pants,South Timothyborough,2018-05-14,0,74.42
75,578,6,Cheese,Nicoleland,2020-05-01,1,26.35
78,199,2,Fish,Jenniferfort,2014-08-24,2,16.59
64,422,1,Car,North Ronaldfurt,2014-12-26,3,63.75
45,474,9,Chips,Hernandezport,2024-10-16,0,66.63
74,239,10,Chicken,West Thomas,2024-01-26,2,40.38
15,914,1,Computer,New Matthew,2018-09-16,7,24.7
46,257,6,Computer,Rebeccastad,2002-09-27,2,44.37
87,168,5,Computer,Stephenmouth,2018-04-30,1,53.75
4,278,6,Pizza,North Dale,2022-04-26,4,40.22
14,367,4,Shirt,Ayalabury,2009-01-22,5,46.38
52,169,3,Soap,Donnaburgh,2026-03-08,5,19.91
31,123,7,Shoes,Port Becky,2007-09-29,2,47.0
94,553,6,Pants,Holmestown,2002-12-22,5,44.57
2,616,2,Computer,Dunnton,2017-01-12,6,16.33
11,517,4,Salad,Kathymouth,2022-11-14,6,46.87
79,203,1,Chair,Kelseyberg,2017-03-18,4,70.52
15,393,9,Keyboard,Johnport,2026-03-05,7,51.54
12,345,10,Shirt,Port Sharonhaven,2015-07-13,5,69.21
78,973,3,Salad,West Jacqueline,2017-03-10,10,65.79
59,151,5,Mouse,New Zacharyview,2026-10-07,9,61.44
79,238,6,Table,South Karenchester,2003-05-30,0,30.34
10,356,5,Bacon,New Stevenville,2023-06-16,3,46.44
0,209,3,Gloves,Forbesville,2010-03-23,10,27.8
21,211,6,Salad,North Rhonda,2016-05-09,10,38.95
86,582,8,Sausages,Rangelport,2000-03-29,4,62.26
96,839,3,Cheese,East Christopher,2016-08-25,3,73.29
74,857,3,Cheese,Lisamouth,2021-09-15,1,65.7
51,388,6,Bacon,Jacquelinetown,2016-06-11,2,59.2
18,79,5,Ball,Jamesfort,2024-12-19,3,34.7
14,583,2,Fish,North Susan,2020-04-02,4,45.75
69,235,9,Cheese,Port John,2017-12-31,1,26.29
90,913,7,Pants,West Erik,2007-12-03,6,62.2
95,894,3,Gloves,Marshallshire,2025-03-31,5,50.41
37,323,2,Towels,Port Brandymouth,2021-02-25,6,37.35
18,367,8,Tuna,Paulberg,2019-08-12,4,52.37
16,72,5,Computer,Lake Cliffordbury,2003-11-09,9,65.38
59,921,9,Table,Gonzalezport,2025-03-17,0,66.85
7,329,5,Shirt,Alexandriaburgh,2024-01-02,9,73.43
20,64,4,Sausages,North Alexander,2009-07-22,2,61.89
52,520,4,Table,North Jeremyshire,2003-03-13,2,43.13
22,670,7,Shirt,Shawnland,2003-04-19,9,26.8
61,548,9,Gloves,North Dalebury,2001-12-30,7,55.7
98,196,1,Chicken,Rhodeshaven,2025-10-14,3,24.22
91,510,2,Computer,Lopezmouth,2016-10-27,4,40.51
28,419,10,Sausages,New Caitlynchester,2012-03-08,1,23.28
84,119,8,Car,Robinsonville,2026-04-10,0,22.84
26,705,2,Keyboard,Port Danielburgh,2016-12-02,5,36.43789424500693
72,640,1,Computer,Eduardohaven,2000-08-20,2,35.62
99,849,9,Chicken,Wangfort,2025-05-13,0,66.51
89,552,5,Pants,South Debra,2023-05-04,7,71.21
12,981,8,Car,West Matthew,2002-09-30,0,61.41
59,789,1,Pizza,Lopezland,2004-10-06,8,54.75
35,761,1,Fish,Douglasside,2013-01-16,0,18.63
76,315,10,Mouse,Masonside,2025-10-10,0,32.3
4,644,7,Hat,Port Leefort,2012-08-13,8,54.54
6,763,5,Tuna,North Georgefurt,2011-11-28,8,12.91
20,799,10,Chips,Port Danielland,2022-04-01,2,52.66
43,803,1,Car,New Kaylaport,2020-09-29,0,13.35
17,635,7,Sausages,Melissastad,2012-06-07,1,73.59
39,982,7,Chair,Lake Dawn,2013-09-03,2,74.31
16,647,7,Pizza,Terrelltown,2010-06-09,9,27.24
62,237,1,Keyboard,Parkside,2012-02-24,0,27.85
73,728,4,Shoes,East Andrew,2025-10-18,6,24.22
18,412,7,Tuna,East Holly,2014-04-25,9,68.79
52,146,10,Fish,Garciashire,2009-08-29,8,19.78
74,949,7,Fish,Natashaborough,2017-02-05,8,59.31
69,487,5,Pizza,Cliffordchester,2007-02-25,9,47.4
28,516,5,Soap,New Laura,2017-01-02,1,45.25
26,360,9,Tuna,North Robin,2000-10-26,1,50.76
23,389,4,Cheese,South Lisa,2001-02-28,9,39.41
53,142,4,Hat,South Gregoryview,2015-04-15,1,11.48
30,985,10,Cheese,Emilyshire,2014-06-01,7,52.78
61,994,5,Pants,Davidfurt,2018-06-08,6,10.89
94,378,6,Cheese,West Jessica,2007-09-02,3,25.63
79,684,3,Tuna,West Kenneth,2013-12-15,7,63.6
1,618,7,Chicken,Blankenshipside,2022-11-13,4,14.65
97,619,6,Tuna,East Suzannefort,2009-02-25,3,43.53
23,740,2,Table,Lake Seanside,2001-04-10,6,49.12
32,149,2,Bacon,Lake Albert,2002-04-25,10,13.5
85,861,3,Shirt,Timothybury,2000-08-03,3,45.79
30,311,4,Shirt,Rogerchester,2011-10-10,7,14.63
69,485,1,Chair,Lake Rose,2016-10-08,3,12.53
40,154,5,Towels,West Jacobberg,2020-04-26,10,52.88
9,111,3,Ball,Lake Jeffreyborough,2012-02-29,1,67.66
30,288,6,Sausages,North Nicole,2021-05-30,5,47.5
64,519,5,Mouse,New Alexisville,2023-01-04,10,41.46
80,360,6,Pizza,West Stephanieton,2000-03-17,3,16.97
34,225,5,Table,East Ashleyburgh,2002-05-15,4,65.53
41,754,7,Chair,North Robertburgh,2015-06-07,3,70.7
86,150,2,Pizza,Harrisport,2021-07-23,9,65.4
56,369,2,Cheese,New Annemouth,2011-10-04,6,19.63
21,199,6,Chicken,Baileytown,2015-02-14,0,64.58
16,145,6,Shirt,Sawyerborough,2015-09-26,5,53.21
64,194,8,Soap,New Samanthaville,2020-09-03,3,70.67
76,353,3,Fish,Jaredtown,2023-03-16,6,65.4
74,794,8,Sausages,North Erictown,2000-10-21,4,38.81
85,655,8,Soap,South Kimberly,2023-11-28,10,63.58
71,973,3,Gloves,Charlesborough,2003-11-02,8,54.19
26,95,9,Chicken,Danielton,2024-07-22,2,53.62
14,805,10,Gloves,Thompsonview,2021-06-01,8,74.1
20,811,9,Car,Lake Brian,2019-04-20,2,12.52
89,509,10,Chicken,North Vincent,2018-06-17,4,58.62
52,918,7,Computer,Danielhaven,2024-02-15,3,32.27
26,183,1,Salad,Cooktown,2012-12-15,10,74.9
70,334,7,Sausages,New Leahland,2014-08-13,8,51.21
2,708,2,Mouse,Yoderhaven,2023-08-26,3,23.33
28,772,6,Salad,North Mary,2005-03-22,6,51.59
30,940,6,Bike,Flemingport,2009-10-03,7,71.1
15,78,1,Hat,Port Adam,2016-01-28,2,44.7
39,654,8,Soap,Edwardburgh,2003-07-12,1,61.65
85,352,2,Salad,South Alyssa,2008-05-14,5,69.17
24,464,2,Tuna,Freemanland,2012-07-07,5,54.44
52,520,5,Chair,West Frances,2025-07-25,1,56.1
37,934,9,Soap,Craigton,2018-02-01,7,27.65
2,911,3,Chips,Brianport,2026-08-30,7,73.38
71,577,10,Pants,Montgomerymouth,2022-05-30,9,14.16
82,57,4,Table,Kendramouth,2003-04-17,8,33.26
5,109,8,Chair,Lake Lawrence,2020-06-01,3,29.14
15,550,3,Keyboard,Tiffanyberg,2024-06-19,10,49.95
94,372,4,Shirt,South Lindatown,2021-08-06,1,61.74
24,342,4,Towels,Pagefurt,2019-01-21,5,11.71
34,891,9,Tuna,Lake Jonathan,2018-06-02,6,74.78
13,366,5,Gloves,Kellyhaven,2024-09-11,3,53.97
16,802,1,Computer,East Sharonville,2000-01-01,2,35.43
71,313,5,Bacon,Mccarthytown,2019-09-02,0,53.96
27,336,7,Chips,Wendyport,2009-05-06,9,48.34
68,558,3,Sausages,Wellsborough,2018-05-23,5,44.98
3,943,10,Bacon,West Michaelborough,2020-10-28,9,69.63
84,288,8,Hat,Glassborough,2008-07-04,5,66.67
84,267,9,Gloves,Valdezland,2019-06-01,9,18.37
22,615,10,Gloves,Hansonbury,2005-06-20,10,44.66
42,711,8,Fish,Amandastad,2009-06-17,4,32.74
85,55,2,Soap,New Denise,2022-03-25,7,17.91
16,425,4,Computer,Williamchester,2013-12-30,1,36.61
44,283,6,Mouse,West Lisa,2008-02-07,8,29.14
39,903,10,Pants,West Erica,2025-01-29,9,27.77
5,362,4,Keyboard,Rachelberg,2008-09-17,6,19.69
33,466,1,Chair,Rhondamouth,2007-01-24,3,40.71
98,457,6,Mouse,New Renee,2010-11-19,0,24.45
64,194,5,Ball,South Mary,2019-01-10,5,68.92
75,195,5,Towels,Alisonburgh,2020-01-21,6,41.86
50,824,10,Car,East Brittneyton,2012-07-01,7,35.81
87,534,9,Chair,Davisstad,2003-10-11,10,29.83
46,290,5,Ball,Hansenstad,2019-07-15,1,49.97
15,767,9,Chair,Lake Henry,2006-08-02,0,10.68
94,238,5,Soap,Whitneystad,2019-01-04,7,42.24
74,482,4,Ball,New Evelyn,2016-12-16,8,58.35
47,631,3,Cheese,South Jackbury,2022-04-25,5,23.87
36,578,8,Shoes,South Leslie,2024-11-27,1,21.79
58,537,4,Hat,Youngbury,2025-08-14,2,33.14
64,70,4,Table,West Joshuaborough,2010-04-22,10,50.6
58,527,6,Chair,Stephenside,2000-07-19,9,27.62
55,412,1,Shirt,New Jenniferhaven,2006-05-13,6,67.32
36,337,4,Pants,East Michelle,2022-05-21,4,62.6
46,191,10,Towels,Mcneiltown,2010-08-30,9,35.42
19,781,6,Computer,Billybury,2008-06-13,1,73.22
64,893,4,Chips,South Anthonymouth,2002-03-23,1,64.6
16,341,2,Salad,Youngbury,2003-06-13,3,54.29
26,147,6,Chicken,Greenfort,2015-12-03,2,15.85
59,310,5,Car,New Paige,2021-10-07,2,49.11
6,660,5,Mouse,Berryshire,2013-06-02,6,70.21
28,289,5,Fish,New Bobby,2022-09-29,5,48.64
34,271,4,Pants,Greenport,2005-04-29,4,66.14
9,895,5,Car,South Jamesshire,2026-12-23,4,58.66
7,811,2,Car,Whitestad,2009-12-01,8,44.18
84,84,1,Gloves,East Raymondberg,2012-06-01,10,17.96
87,52,9,Chips,Port Kathryn,2001-09-27,4,66.97
23,746,3,Car,Bonnieland,2022-04-03,6,37.42
60,933,7,Car,East Spencer,2013-05-26,10,26.13
93,898,4,Soap,Gayfurt,2013-04-14,9,67.57
21,706,2,Table,West Kristinashire,2007-09-16,2,26.17
41,429,6,Pizza,West Daniel,2014-01-25,8,23.0
58,872,6,Table,Pierceburgh,2009-01-04,0,63.76
100,622,2,Table,South Courtneyhaven,2003-01-20,8,17.62
16,80,3,Ball,South Kevin,2023-12-31,4,54.25
40,67,3,Soap,Lake Marymouth,2021-12-06,2,13.35
78,68,4,Mouse,Susanfurt,2026-12-28,10,46.67
47,642,6,Chair,Porterstad,2014-06-21,8,44.21
37,783,5,Salad,East Davidland,2002-08-16,10,45.7
30,336,1,Car,North Trevormouth,2013-12-21,10,36.44
27,841,5,Table,West Fernandofort,2024-09-20,3,71.98
97,728,6,Shirt,New Kevinside,2009-06-16,9,35.78
73,993,8,Table,Jordanville,2019-01-22,2,53.11
93,454,6,Mouse,Stonemouth,2017-08-05,9,62.71
47,637,3,Salad,Mariahaven,2007-07-11,0,27.26
70,622,2,Chips,West Bryanbury,2016-12-31,8,17.78
63,70,7,Pants,East Benjaminfort,2017-12-17,7,22.57
40,675,1,Shoes,New Dylanmouth,2002-09-13,10,55.61
78,305,8,Pizza,Davisborough,2020-02-14,3,14.98
11,220,1,Bike,Lake Paula,2000-09-01,4,49.0
35,859,2,Gloves,East Sandramouth,2006-02-24,3,37.52
77,201,7,Mouse,Port Michael,2001-08-31,4,38.62
6,64,8,Table,East Jennifer,2013-11-09,2,62.1
90,352,8,Chips,Jameshaven,2019-03-04,5,59.21
69,597,1,Cheese,South Mariabury,2005-09-22,7,10.8
81,290,6,Cheese,South Edwinfort,2021-08-30,5,66.23
62,725,9,Table,Lake Samanthachester,2019-01-18,1,19.92
5,583,6,Bike,Meyerville,2002-10-07,1,65.66
38,252,10,Gloves,North Kayla,2014-09-02,4,62.17
39,775,3,Chips,Lake Elijah,2009-08-13,2,55.93
23,552,5,Shirt,Warrenfort,2020-06-14,9,39.3
84,780,1,Computer,East Danielport,2006-03-14,0,74.2
63,418,2,Gloves,North Katelynport,2022-04-21,10,35.33
16,245,8,Sausages,West Karen,2022-01-23,9,26.51
39,241,9,Tuna,Michelletown,2000-11-15,3,48.57
51,603,5,Table,New Victor,2024-03-27,0,64.86
51,598,1,Chips,West Johnshire,2004-12-27,9,61.98
14,569,3,Pizza,Port Rachelfort,2012-11-17,6,52.6
49,805,7,Chair,Davidfurt,2005-08-16,9,24.8
27,559,2,Chair,Murphychester,2023-08-21,6,54.0
94,162,4,Cheese,Lake Melaniemouth,2022-02-08,4,31.74
56,373,3,Bike,Williamsmouth,2025-04-27,7,48.63
65,214,7,Chair,Anthonyton,2003-01-12,10,48.75
39,952,4,Table,West Annburgh,2017-01-08,9,69.88
7,147,5,Chips,Jacobberg,2026-08-12,0,37.81
7,601,5,Tuna,West Jeffrey,2007-02-10,2,72.36
88,220,7,Sausages,Port Timothystad,2008-06-22,9,58.1
10,841,10,Towels,Lewisburgh,2023-05-05,8,20.0
12,260,1,Cheese,Martinezside,2024-09-12,6,70.64
16,516,3,Mouse,Cooperport,2009-08-07,8,52.64
99,672,3,Car,Robbinsview,2008-09-23,4,39.79
87,195,8,Cheese,Turnerside,2015-04-14,8,29.43
7,803,8,Soap,Greerfurt,2011-01-25,0,67.43
82,811,7,Keyboard,Hernandeztown,2014-03-30,9,40.56
32,641,6,Bacon,Lake Antonio,2004-12-30,3,59.2
9,689,4,Computer,Turnerbury,2014-07-27,2,69.45
9,695,10,Towels,Longfurt,2001-09-26,7,24.83
32,281,10,Chair,Jamesville,2022-02-01,4,65.7
76,205,4,Tuna,Lake William,2021-04-07,10,43.78
81,430,3,Hat,Traceychester,2002-11-21,9,40.27
7,205,6,Hat,North Lindseyberg,2009-06-10,0,50.45
3,820,7,Pants,Carlsonfurt,2005-01-07,10,35.99
11,841,1,Salad,South Adam,2026-07-25,2,30.13
2,683,5,Towels,East Donald,2000-07-04,6,37.53
40,254,6,Chips,Timothyborough,2016-08-04,1,32.86
22,196,3,Tuna,Patelchester,2004-12-28,4,33.75
50,183,9,Chicken,New Michaelfurt,2008-05-22,9,60.6
18,803,7,Chair,East Jasmine,2019-09-05,7,40.9
26,925,10,Keyboard,Brendaville,2025-05-07,10,26.73
45,374,1,Sausages,South Lindaburgh,2018-02-28,0,29.13
25,769,6,Chips,Johnmouth,2019-11-03,6,51.88
65,907,1,Sausages,Kevinville,2019-10-29,9,42.24
39,498,10,Bacon,Christopherfurt,2023-07-28,0,12.376565407853363
82,395,10,Ball,Murphyborough,2021-08-27,6,57.1
22,510,6,Chair,West Michael,2004-06-14,8,49.9
46,160,2,Salad,Blakeborough,2026-12-26,5,47.13
52,813,6,Shirt,South Olivia,2025-09-09,7,70.74
12,779,5,Table,Wagnerberg,2024-05-11,5,74.13
54,81,7,Bike,Lopezborough,2008-03-19,7,16.76
40,333,7,Shoes,Acostaburgh,2024-06-20,3,56.55
36,160,6,Soap,Emmaview,2014-11-22,10,31.22
10,935,9,Shoes,New Mitchell,2015-11-13,0,35.0
74,717,1,Soap,West Dianabury,2006-04-21,4,74.73
60,366,6,Mouse,West Danny,2017-03-17,0,17.68
95,626,9,Tuna,East Michaelborough,2025-03-22,7,52.61
72,371,8,Cheese,Lake Jeremyberg,2009-08-31,4,40.4
13,603,5,Chips,South Ashley,2011-01-08,3,62.63
100,615,10,Pizza,Jacksonton,2004-09-14,3,28.31
0,923,3,Salad,East Scottfort,2006-12-13,3,37.82
71,902,8,Tuna,Maryhaven,2007-02-17,5,58.69
68,164,1,Keyboard,Vanessaton,2024-08-29,0,17.74
77,814,8,Shoes,Kelseyton,2015-06-29,1,34.29
56,272,7,Fish,Port Jessica,2006-03-12,5,62.8
32,804,10,Chips,South Michael,2019-09-18,10,10.63
8,478,4,Shirt,Taylorview,2023-12-03,8,63.84559249339043
61,974,6,Hat,Stevenhaven,2015-04-10,9,43.5
30,107,3,Sausages,Katelynmouth,2009-12-14,10,26.41
